,id,comment,reviewerName,updateDate,totalPoint,photoCount,reviewPhotos,shopId,shopName,stylerId,stylerName,stylerLevel,stylerActive,productName,userChargedPrice,complianceStatus,blindAt,retreatment,reply,replyable
161,2392,친절하고 시술에대한 설명도좋았어요,김*혜,3년 전,5.0,0,[],1076,반함헤어,1958.0,히로,원장,True,로레알 셋팅,0,NORMAL,,NONE,{},False
220,794994,"어제 히로원장님께 고데기 펌 했습니다~ 제가 머리가 길고 숱도많고... 상한머리였는데, 펌완전 예쁘게나왔어용!!! 여태껏 십년넘께  펌하면서 맘에들었던적 없었는데 넘나 만족함니다!!! 특히 저 앞머리라인..... 최고입니다! 머리잘해주시고 친절하셔서 좋았습니다!",이*정,9달 전,5.0,1,"[{'photoThumbUrl': 'https://mud-kage.kakao.com/dn/bkbgKT/btqxmNhNOll/XIV8mKHGOI5k9hEN5IpZ41/img_375x375.jpg', 'photoUrl': 'https://mud-kage.kakao.com/dn/bkbgKT/btqxmNhNOll/XIV8mKHGOI5k9hEN5IpZ41/img.png', 'resizedPhoto': {'photoUrl': 'https://mud-kage.kakao.com/dn/bkbgKT/btqxmNhNOll/XIV8mKHGOI5k9hEN5IpZ41/img_375x375.jpg', 'photoWidth': 375, 'photoHeight': 375}}]",1076,반함,1958.0,히로,원장,True,여신머리 고데기펌,0,NORMAL,,FRESH,"{'id': 484391, 'comment': '머리 너무 예쁘세요 ~~~^^* 후기 감사합니다 좋은 주말 되세요~~!', 'updateDate': '9달 전', 'author': '반함', 'complianceStatus': 'NORMAL', 'blindAt': ''}",False
219,798694,역시.....반함헤어 고데기펌 기대를 져버리지 않아요~ 두번째 하는건댕.... 이번머리도 대만족입니다~~ 평생 단골할것같아요~ ㅎㅎㅎㅎ,임*성,9달 전,5.0,1,"[{'photoThumbUrl': 'https://mud-kage.kakao.com/dn/k0dZi/btqxpuPrwM0/TyH4rCJpkuRaWhXVvYveK0/img_375x375.jpg', 'photoUrl': 'https://mud-kage.kakao.com/dn/k0dZi/btqxpuPrwM0/TyH4rCJpkuRaWhXVvYveK0/img.jpg', 'resizedPhoto': {'photoUrl': 'https://mud-kage.kakao.com/dn/k0dZi/btqxpuPrwM0/TyH4rCJpkuRaWhXVvYveK0/img_375x375.jpg', 'photoWidth': 375, 'photoHeight': 375}}]",1076,반함,13847.0,이은,수석디자이너,True,"고데기펌 올인원 해성,이은디자이너",0,NORMAL,,RETREATMENT,"{'id': 487884, 'comment': '항상 믿고 와주셔서 감사합니다 평생 함께 해요^^*', 'updateDate': '9달 전', 'author': '반함', 'complianceStatus': 'NORMAL', 'blindAt': ''}",False
218,805703,라희쌤한테 머리 한 이후로 너무 맘에 들어서 라희쌤 가시는 곳 마다 따라다니고 있어요. 멀리 나가기 귀찮아서 근처에서 머리 해봐도 라희쌤이 해주시는 스타일이 제일 맘에 들어서 결국엔 라희쌤 계시는 곳으로 오게되네요. 담에 또 머리하러 갈께요!,정*혜,9달 전,5.0,0,[],1076,반함,,,,False,[컷기획전]존예컷,0,NORMAL,,FRESH,"{'id': 493682, 'comment': '믿고 와주셔서 감사합니다~~~^^* 후기 너무 감사해요 ~!', 'updateDate': '9달 전', 'author': '반함', 'complianceStatus': 'NORMAL', 'blindAt': ''}",False
217,806297,"첫 방문인데 꼼꼼하게 체크해주시고, 가는 모발인데도 원하는 펌으로 잘 나와서 만족합니다~~   펌은 히로 원장님 추천해요~!!",진*현,9달 전,5.0,1,"[{'photoThumbUrl': 'https://mud-kage.kakao.com/dn/bKjigt/btqxxaX6aQN/FNkBoik71S0y4xwI9GJuuK/img_375x375.jpg', 'photoUrl': 'https://mud-kage.kakao.com/dn/bKjigt/btqxxaX6aQN/FNkBoik71S0y4xwI9GJuuK/img.jpg', 'resizedPhoto': {'photoUrl': 'https://mud-kage.kakao.com/dn/bKjigt/btqxxaX6aQN/FNkBoik71S0y4xwI9GJuuK/img_375x375.jpg', 'photoWidth': 375, 'photoHeight': 375}}]",1076,반함,1958.0,히로,원장,True,시세이도 셋팅,0,NORMAL,,FRESH,"{'id': 493686, 'comment': '머리 너무 예쁘세요 ^^* 손질 배우신데로 잘해주세요 ~~~ 감사합니다~~~!', 'updateDate': '9달 전', 'author': '반함', 'complianceStatus': 'NORMAL', 'blindAt': ''}",False
216,808643,원래 미용실 유목민이었는데 저번에 했던 펌이 너무 마음에 들어서  또 방문했어요  히로 원장님과 스텝들의 세심함에 항상 감동받고  밀리는 법도 자세하게 알려주셔서 넘 좋아요    펌도 예쁘게 잘 나왔어요 다음에 또 갈께요  ,채*온,9달 전,5.0,0,[],1076,반함,1958.0,히로,원장,True,여신머리 고데기펌,0,NORMAL,,RETREATMENT,"{'id': 493687, 'comment': '믿고 다시 와주셔서 감사합니다^^* 다음에 또 찾아주세요 ~~~^^*', 'updateDate': '9달 전', 'author': '반함', 'complianceStatus': 'NORMAL', 'blindAt': ''}",False
215,826518,미용실에서도 오 잘나와따! 했는데 집와서 보니까 생각보다 더 잘됐어요!!!!! ㅎㅎ 제 머리 만져주신 모든 분들께 너무 감사합니다 ㅠㅠ 특히 히로원장님! 머리 하는동안 계속 틈틈히 신경써주셔서 감사해요.. 키위스무디랑 딸기스무디랑 프레첼도 맛있었습니다 직원분들 너무 친절하세요..     가격도 저렴하구 서비스도 좋구 결과물도 만족스럽구 다음에 꼭 또 올게요 ㅎㅎ❤️,김*예,8달 전,5.0,2,"[{'photoThumbUrl': 'https://mud-kage.kakao.com/dn/Wt05G/btqxONITMy8/fQI1aBWH4YtlmqKKgVEV9k/img_375x375.jpg', 'photoUrl': 'https://mud-kage.kakao.com/dn/Wt05G/btqxONITMy8/fQI1aBWH4YtlmqKKgVEV9k/img.png', 'resizedPhoto': {'photoUrl': 'https://mud-kage.kakao.com/dn/Wt05G/btqxONITMy8/fQI1aBWH4YtlmqKKgVEV9k/img_375x375.jpg', 'photoWidth': 375, 'photoHeight': 375}}, {'photoThumbUrl': 'https://mud-kage.kakao.com/dn/bZJp6l/btqxOOnuHDs/cgYLayu0JSQ0687NKr71W0/img_375x375.jpg', 'photoUrl': 'https://mud-kage.kakao.com/dn/bZJp6l/btqxOOnuHDs/cgYLayu0JSQ0687NKr71W0/img.png', 'resizedPhoto': {'photoUrl': 'https://mud-kage.kakao.com/dn/bZJp6l/btqxOOnuHDs/cgYLayu0JSQ0687NKr71W0/img_375x375.jpg', 'photoWidth': 375, 'photoHeight': 375}}]",1076,반함,1958.0,히로,원장,True,여신머리 고데기펌,0,NORMAL,,FRESH,"{'id': 512440, 'comment': '후기 감사합니다~~^^* 다음에도 예쁘게 잘해드릴게요 ~!', 'updateDate': '8달 전', 'author': '반함', 'complianceStatus': 'NORMAL', 'blindAt': ''}",False
214,830321,머리 이쁘게 되구 손질법 자세하게 알려주셔서 유익했어요 직원분들도 다 친절해요!,차*현,8달 전,5.0,2,"[{'photoThumbUrl': 'https://mud-kage.kakao.com/dn/byd2wZ/btqxWdsKWfd/uBc0XUmGGuykzlCPqJEDT0/img_375x375.jpg', 'photoUrl': 'https://mud-kage.kakao.com/dn/byd2wZ/btqxWdsKWfd/uBc0XUmGGuykzlCPqJEDT0/img.jpg', 'resizedPhoto': {'photoUrl': 'https://mud-kage.kakao.com/dn/byd2wZ/btqxWdsKWfd/uBc0XUmGGuykzlCPqJEDT0/img_375x375.jpg', 'photoWidth': 375, 'photoHeight': 375}}, {'photoThumbUrl': 'https://mud-kage.kakao.com/dn/bomytF/btqxVeZ0jV5/UdDotFkzwkY26Fj56dKBr1/img_375x375.jpg', 'photoUrl': 'https://mud-kage.kakao.com/dn/bomytF/btqxVeZ0jV5/UdDotFkzwkY26Fj56dKBr1/img.jpg', 'resizedPhoto': {'photoUrl': 'https://mud-kage.kakao.com/dn/bomytF/btqxVeZ0jV5/UdDotFkzwkY26Fj56dKBr1/img_375x375.jpg', 'photoWidth': 375, 'photoHeight': 375}}]",1076,반함,13847.0,이은,수석디자이너,True,여신머리 고데기펌,0,NORMAL,,RETREATMENT,"{'id': 512441, 'comment': '후기 감사합니다 ~~~^^* 다음에도 꼭 찾아주세요 ~!', 'updateDate': '8달 전', 'author': '반함', 'complianceStatus': 'NORMAL', 'blindAt': ''}",False
221,785334,제가 말려도 이렇게 나올 수 있어요.ㅎㅎ만족만족,문*서,9달 전,5.0,1,"[{'photoThumbUrl': 'https://mud-kage.kakao.com/dn/hTA9Y/btqxe5vxLIU/kWDg8qhPIj3oWpwIyX0NlK/img_375x375.jpg', 'photoUrl': 'https://mud-kage.kakao.com/dn/hTA9Y/btqxe5vxLIU/kWDg8qhPIj3oWpwIyX0NlK/img.jpg', 'resizedPhoto': {'photoUrl': 'https://mud-kage.kakao.com/dn/hTA9Y/btqxe5vxLIU/kWDg8qhPIj3oWpwIyX0NlK/img_375x375.jpg', 'photoWidth': 375, 'photoHeight': 375}}]",1076,반함,13847.0,이은,수석디자이너,True,"고데기펌 올인원 해성,이은디자이너",0,NORMAL,,FRESH,"{'id': 482611, 'comment': '손질 너무 잘하셨어요 ~~ 감사합니다❤️', 'updateDate': '9달 전', 'author': '반함', 'complianceStatus': 'NORMAL', 'blindAt': ''}",False
213,842233,머리말리는법도 친절하게 알려주시고 컬도 이쁘게 나와써여  ,이*아,8달 전,5.0,1,"[{'photoThumbUrl': 'https://mud-kage.kakao.com/dn/ONMKp/btqx8T2i9R6/ZuZoU3UOeXQ0NLUvHRIBS0/img_375x375.jpg', 'photoUrl': 'https://mud-kage.kakao.com/dn/ONMKp/btqx8T2i9R6/ZuZoU3UOeXQ0NLUvHRIBS0/img.png', 'resizedPhoto': {'photoUrl': 'https://mud-kage.kakao.com/dn/ONMKp/btqx8T2i9R6/ZuZoU3UOeXQ0NLUvHRIBS0/img_375x375.jpg', 'photoWidth': 375, 'photoHeight': 375}}]",1076,반함,13847.0,이은,수석디자이너,True,여신머리 고데기펌,0,NORMAL,,FRESH,"{'id': 536433, 'comment': '컬 너무 예쁘세요 ~~~^^* 다음에 또 찾아주세요~', 'updateDate': '7달 전', 'author': '반함', 'complianceStatus': 'NORMAL', 'blindAt': ''}",False
211,861333,두번째 염색인데 항상 만족스럽게 잘해주세요  주변 사람들에게도 적극 추천이구요 오늘도 깔끔하게 색 잘 맞춰주셔서 감사해요^^,서*화,8달 전,5.0,0,[],1076,반함,,,,False,뿌리염색 (3cm),0,NORMAL,,FRESH,"{'id': 536435, 'comment': '감사합니다 ~~~^^* 다음에도 색 잘 맞춰서 예쁘게해드릴게요~!', 'updateDate': '7달 전', 'author': '반함', 'complianceStatus': 'NORMAL', 'blindAt': ''}",False
210,863090,3월에 펌하구 넘만족스러워서  개월뒤 또 펌하러 왔어요 ㅎㅎ 영양 많이해주셔서 그런지 갔다오고 머릿결이 더 좋아졌어요❤️❤️❤️❤️ 또 재방문할고에용,유*,8달 전,5.0,0,[],1076,반함,1958.0,히로,원장,True,여신머리 고데기펌,0,NORMAL,,FRESH,"{'id': 536443, 'comment': '믿고 와주셔서 감사합니다~~^^* 다음에 또 뵐게요 ~~~!', 'updateDate': '7달 전', 'author': '반함', 'complianceStatus': 'NORMAL', 'blindAt': ''}",False
209,904584,후기가 늦어 죄송합니다. 누나가 엄선해서 예약을 하고 시술을받고왔는데 너무 만족한다고 계속자랑해요 머릿결이 안좋아 영양하고 펌하는데 5시간이나 걸려서(다른분들은 3시간이면 끝났는데ㅠㅠ) 담당쌤께서 고생 많이 하셨다고 하더라고요...그래도 투자대비 결과가 너무 만족스럽다합니다. 머리하고 일주일쯤 되었는데 시간이 지날수록 스타일이 더 예뻐지고 있어요. 인생펌이라고 늘 이곳만 오겠다고 하네요. 감사합니다 이은쌤. 항상 행복하세요.,김*하,7달 전,5.0,0,[],1076,반함,13847.0,이은,수석디자이너,True,여신머리 고데기펌,0,NORMAL,,FRESH,{},False
208,912165,헤헤 집가는길에 리뷰쓰는중이예요~ 항상 파마의 결말은 부시시한거여서 포기해야하나 싶었는데 원장님께서 정말 잘해주신다는 후기보고 한번더 도전해보자 라는마음으로 가서 했는데 대박이예요ㅜㅜㅜㅜㅜㅜㅠㅜ펌하실분들은 여기로가세요무조건ㅠㅠ 엄청친절하시고 머리도 정성껏 정말 잘해주셨어요 손질방법도 하나하나 섬세하게알려드리고 전 앞으로 여기로 가려고합니당ㅎㅎ 히로원장님 매직머리인데도 최대한 잘 나오게 신경써주셔서 감사합니당~~!관리잘해서  다음에 또 올게요     P.S 강아지들 넘넘귀여워요  ‍♀️❣❣,조*진,7달 전,5.0,2,"[{'photoThumbUrl': 'https://mud-kage.kakao.com/dn/bdT0q8/btqzgRoW1GH/ZJQ8KuAbHBW5YMeCGheu61/img_375x375.jpg', 'photoUrl': 'https://mud-kage.kakao.com/dn/bdT0q8/btqzgRoW1GH/ZJQ8KuAbHBW5YMeCGheu61/img.jpg', 'resizedPhoto': {'photoUrl': 'https://mud-kage.kakao.com/dn/bdT0q8/btqzgRoW1GH/ZJQ8KuAbHBW5YMeCGheu61/img_375x375.jpg', 'photoWidth': 375, 'photoHeight': 375}}, {'photoThumbUrl': 'https://mud-kage.kakao.com/dn/X6OfP/btqzhJKxS8r/3IBz2tTO3bGNt4vzGkDnLk/img_375x375.jpg', 'photoUrl': 'https://mud-kage.kakao.com/dn/X6OfP/btqzhJKxS8r/3IBz2tTO3bGNt4vzGkDnLk/img.jpg', 'resizedPhoto': {'photoUrl': 'https://mud-kage.kakao.com/dn/X6OfP/btqzhJKxS8r/3IBz2tTO3bGNt4vzGkDnLk/img_375x375.jpg', 'photoWidth': 375, 'photoHeight': 375}}]",1076,반함,1958.0,히로,원장,True,여신머리 고데기펌,0,NORMAL,,FRESH,{},False
207,914236,"손상모라 s컬 못하고, c컬 했지만 대만족이예요^^ 머리 얌전히 안건드리고ㅋ  저도 언젠가는 s컬 도전!ㅋ 펌 처음 해봤는데 예쁘게 해주셔서 감사해요~",국*아,6달 전,5.0,0,[],1076,반함,1958.0,히로,원장,True,여신머리 고데기펌,0,NORMAL,,FRESH,{},False
206,918082,원하는 스타일을 정확하게 표현하지도 않았는데 알아서 잘 해주셨어요 제가 뒤에 일정이 있어서 급하게 해야했는데 시간도 맞춰주셨고요! 다들 친절하시고 편한 분위기에서 머리 예쁘게 할 수 있어서 만족합니다  ,김*원,6달 전,5.0,1,"[{'photoThumbUrl': 'https://mud-kage.kakao.com/dn/cALM5T/btqzmcyM0Om/ygTtad2KFqozCgjyrXM4O0/img_375x375.jpg', 'photoUrl': 'https://mud-kage.kakao.com/dn/cALM5T/btqzmcyM0Om/ygTtad2KFqozCgjyrXM4O0/img.png', 'resizedPhoto': {'photoUrl': 'https://mud-kage.kakao.com/dn/cALM5T/btqzmcyM0Om/ygTtad2KFqozCgjyrXM4O0/img_375x375.jpg', 'photoWidth': 375, 'photoHeight': 375}}]",1076,반함,1958.0,히로,원장,True,여신머리 고데기펌,0,NORMAL,,FRESH,{},False
205,919040,머리 오랜만에 새로 하고싶어서 인터넷 검색 하다가 강남 반함헤어 후기가 너무 좋아서 고민하다가 예약 하고 방문했습니다 역시 컬도 너무 이쁘게 나오고 친절하게 잘해주셨습니다~ 머리 계속 봐주셨던 아바타님과 ㅋ̑̈ㅋ꙼̈ㅋ̆̎ 이은쌤 감사합니당~ 담에 또 갈께용!,김*아,6달 전,5.0,1,"[{'photoThumbUrl': 'https://mud-kage.kakao.com/dn/cV0eLL/btqzkQwUrO7/khXjW4xkix3hX2pa5Tuplk/img_375x375.jpg', 'photoUrl': 'https://mud-kage.kakao.com/dn/cV0eLL/btqzkQwUrO7/khXjW4xkix3hX2pa5Tuplk/img.png', 'resizedPhoto': {'photoUrl': 'https://mud-kage.kakao.com/dn/cV0eLL/btqzkQwUrO7/khXjW4xkix3hX2pa5Tuplk/img_375x375.jpg', 'photoWidth': 375, 'photoHeight': 375}}]",1076,반함,13847.0,이은,수석디자이너,True,여신머리 고데기펌,0,NORMAL,,FRESH,{},False
212,842808,이은쌤 너무 짱이에요..!!! 머리숱 많아서 매번 숱만 치고 파마는 기대만큼 안나왔었는데 이은쌤이 친절하게 상담해주시고 제 머리에 어울릴만한 컬을 추천해주셔서 믿고갔더니 정말 예쁘게잘나왔어요!!만족x10000000 관리 열심히 해주라고 하셨으니 관리받으러 갈게요! 감사합니다♡,김*원,8달 전,5.0,1,"[{'photoThumbUrl': 'https://mud-kage.kakao.com/dn/6yEPo/btqyagWJope/Ag34pFT4NqNQyMLKTAsmX1/img_375x375.jpg', 'photoUrl': 'https://mud-kage.kakao.com/dn/6yEPo/btqyagWJope/Ag34pFT4NqNQyMLKTAsmX1/img.jpg', 'resizedPhoto': {'photoUrl': 'https://mud-kage.kakao.com/dn/6yEPo/btqyagWJope/Ag34pFT4NqNQyMLKTAsmX1/img_375x375.jpg', 'photoWidth': 375, 'photoHeight': 375}}]",1076,반함,13847.0,이은,수석디자이너,True,여신머리 고데기펌,0,NORMAL,,FRESH,"{'id': 536434, 'comment': '굵게 잘나오셨어요 ~~~^^* 다음에도 예쁘게 해드릴게요~!', 'updateDate': '7달 전', 'author': '반함', 'complianceStatus': 'NORMAL', 'blindAt': ''}",False
204,922953,매일 봉고데기로 머리를 하다보니까 귀찮기도하고 상하기도  많이 상해서 고데기를 할 필요없는 펌을 해보자 생각하고 찾아보다가 열펌전문미용실이 있는걸 발견했어요 :)  마침 고데기펌 할인도 하고있었구요! 후기도 꼼꼼히 읽어본후 이은쌤께 예약해서 하고왔는데 결론은 대만족입니다!!! 제 머리도 사진처럼 나올 수 있을까 걱정했는데 정말 고데기한 것 처럼 머리가 나와서 신기했어요! 이제부터 제가 잘 말리기만 하면 될 것 같습니다 ㅠㅠ 머리가 오래가주면 좋겠네용ㅎㅎ종종 클리닉하러 오겠습니당!!,장*희,6달 전,5.0,1,"[{'photoThumbUrl': 'https://mud-kage.kakao.com/dn/WGqHH/btqznSWBEJp/KfmyJhYewk8a0rCck5mkLk/img_375x375.jpg', 'photoUrl': 'https://mud-kage.kakao.com/dn/WGqHH/btqznSWBEJp/KfmyJhYewk8a0rCck5mkLk/img.jpg', 'resizedPhoto': {'photoUrl': 'https://mud-kage.kakao.com/dn/WGqHH/btqznSWBEJp/KfmyJhYewk8a0rCck5mkLk/img_375x375.jpg', 'photoWidth': 375, 'photoHeight': 375}}]",1076,반함,13847.0,이은,수석디자이너,True,여신머리 고데기펌,0,NORMAL,,FRESH,{},False
222,781311,일단 펌했는데도 머릿결이 오히려 좋아져서 놀랐어요. 사실 스타일 자체도 깊게 생각하고 간게 아니라 씨컬펌 해야지 하고 간건데 원장님이 머리좀 꼼꼼히 봐주시다가 예쁘게 해드릴테니 맡겨달라고 하셔서 그냥 믿고 맡겼습니다. 결과적으로 생각했던것보다 훨씬 좋은 퀄리티로 나와서 만족했구요. 머리말리는법도 잘알려주시고 다른 일부 샵들처럼 추가시술이나 물건도 은근슬쩍 권하시는것 없이 예약한 시술에만 집중해주셔서 마음도 편했습니다. 다음에 또 갈거에요. 그리고 스태프분들도 친절하십니다,이*아,9달 전,5.0,0,[],1076,반함,1958.0,히로,원장,True,여신머리 고데기펌,0,NORMAL,,FRESH,"{'id': 482613, 'comment': '후기 감사합니다❤️ 다음에도 예쁘게 해드릴게요 ^^*', 'updateDate': '9달 전', 'author': '반함', 'complianceStatus': 'NORMAL', 'blindAt': ''}",False
224,778844,저는 반함헤어에서 세 번째 하는 펌이었는데 어느 디자이너 선생님께 하든 전부 만족스러웠습니다ㅎㅎ 펌 하는 데 시간은 오래 걸리지만 스텝분들도 다들 친절하시고 편하게 머리하고 올 수 있는 것 같습니다~ 매번 그랬지만 머리 말리는 법도 엄청 자세히 설명해주시고 연습까지 하도록 봐주십니다:),하*현,9달 전,5.0,0,[],1076,반함,1958.0,히로,원장,True,여신머리 고데기펌,0,NORMAL,,FRESH,"{'id': 482618, 'comment': '후기 감사합니나^^* 더욱 예쁘게 해드릴게요❤️', 'updateDate': '9달 전', 'author': '반함', 'complianceStatus': 'NORMAL', 'blindAt': ''}",False
240,655219,파마하고 바로 맘에든적 없는데 완전 맘에들었어요!! 머리상태가 안좋아서 추가요금 결제했지만   담엔 머리상태 좋아져서 올게요!,고*조,1년 전,5.0,2,"[{'photoThumbUrl': 'https://mud-kage.kakao.com/dn/WnCdZ/btqvbN5a3U7/HgprYae9IpQqzwa7MTaK4k/img_375x375.jpg', 'photoUrl': 'https://mud-kage.kakao.com/dn/WnCdZ/btqvbN5a3U7/HgprYae9IpQqzwa7MTaK4k/img.jpg', 'resizedPhoto': {'photoUrl': 'https://mud-kage.kakao.com/dn/WnCdZ/btqvbN5a3U7/HgprYae9IpQqzwa7MTaK4k/img_375x375.jpg', 'photoWidth': 375, 'photoHeight': 375}}, {'photoThumbUrl': 'https://mud-kage.kakao.com/dn/APGxA/btqu9kCEUL4/poVUm4KFUa08oGKtAbwtJK/img_375x375.jpg', 'photoUrl': 'https://mud-kage.kakao.com/dn/APGxA/btqu9kCEUL4/poVUm4KFUa08oGKtAbwtJK/img.jpg', 'resizedPhoto': {'photoUrl': 'https://mud-kage.kakao.com/dn/APGxA/btqu9kCEUL4/poVUm4KFUa08oGKtAbwtJK/img_375x375.jpg', 'photoWidth': 375, 'photoHeight': 375}}]",1076,반함,1958.0,히로,원장,True,여신머리 고데기펌,0,NORMAL,,FRESH,{},False
239,657784,머리 말리는 방법 상세하게 알려주셔서 감사합니다:) 오랜만에 머리 했는데 잘된 것 같아서 기분이 좋네요! 다음에 머리 더 기르고 또 방문하겠습니다ㅎㅎ,김*인,1년 전,5.0,0,[],1076,반함,1958.0,히로,원장,True,여신머리 고데기펌,0,NORMAL,,FRESH,{},False
238,668307,펌을 살면서 처음해보는거라 어리버리했는데 원장님 포함 다들 친절하셔서 좋았습니다! 머리감겨주실때도 계속 물어봐주시고 간식거리도 주시고 제가 펌하면서 병든 닭마냥 계속 조니까 곧 끝났다고 챙겨주셔서 감동이었어요:) 그리고 펌약들이 냄새가 심하지않고 심지어 어떤건 기분탓인가 자두향이 나더라고요:) 그래서 기분 좋게 머리했던 것 같아요! 머리 얇은 직모였는데도 파마가 잘 나와서 정말 좋았어요! 제가 정말 똥손인데 원장님이 머리말리는 방법 하나하나 다 알려주셔서 손질도 성공적이었어요! 감사합니다   사진은 말리기만 한 펌한지 3일째입니다!,김*은,1년 전,5.0,1,"[{'photoThumbUrl': 'https://mud-kage.kakao.com/dn/baJzG4/btqvq98yDeC/VALWqNvmwnxYEmP0zbwwe0/img_375x375.jpg', 'photoUrl': 'https://mud-kage.kakao.com/dn/baJzG4/btqvq98yDeC/VALWqNvmwnxYEmP0zbwwe0/img.jpg', 'resizedPhoto': {'photoUrl': 'https://mud-kage.kakao.com/dn/baJzG4/btqvq98yDeC/VALWqNvmwnxYEmP0zbwwe0/img_375x375.jpg', 'photoWidth': 375, 'photoHeight': 375}}]",1076,반함,1958.0,히로,원장,True,여신머리 고데기펌,0,NORMAL,,FRESH,{},False
237,673230,손재주가 없어서 고데기 못하는데 고데기처럼 웨이드 넣고 싶어서 검색끝에 고데기펌으로 유명한 '반함'에 찾아가게 되었어요! 워낙 잘 풀리는 머리라서 잘 나올까 걱정하면서 갔는데 생각보다 더더더 예쁘게 나온 것 같아요 머리말리는 방법도 알려주시고 직접 말려보는 것도 꼼꼼하게 봐주시고 감사합니다~^^ 직원분들도 너무 친절하시고 오랜만에 미용실 간건데 편하고 좋았어요 담에 또 찾아뵐게용,정*희,1년 전,5.0,1,"[{'photoThumbUrl': 'https://mud-kage.kakao.com/dn/yosBw/btqvyBQTcpM/7kGcCNWHTtKbeWhGqUM651/img_375x375.jpg', 'photoUrl': 'https://mud-kage.kakao.com/dn/yosBw/btqvyBQTcpM/7kGcCNWHTtKbeWhGqUM651/img.jpg', 'resizedPhoto': {'photoUrl': 'https://mud-kage.kakao.com/dn/yosBw/btqvyBQTcpM/7kGcCNWHTtKbeWhGqUM651/img_375x375.jpg', 'photoWidth': 375, 'photoHeight': 375}}]",1076,반함,13847.0,이은,수석디자이너,True,"고데기펌 올인원 해성,이은디자이너",0,NORMAL,,FRESH,{},False
236,676274,"머리 너무 잘나왔습니다 감사합니다~!  서비스, 시설도 좋고 강아지도 너무귀엽네요",이*은,1년 전,5.0,0,[],1076,반함,1958.0,히로,원장,True,여신머리 고데기펌,0,NORMAL,,FRESH,{},False
235,686875,,한*선,11달 전,5.0,0,[],1076,반함,1958.0,히로,원장,True,여신머리 고데기펌,0,NORMAL,,FRESH,{},False
234,705990,"파마 오랫만에했는데 머리 예쁘게 잘나와서 기분좋아용!  이은디자이너님한테 받았구요, 어시스트 해주시는 분들도 다들 많이 친절하셨어요. 마지막에 말리는법, 앞머리 세우는법 꼼꼼하게 설명도 잘 해 주시구요!  여기서 세번째 펌이구 추천해서 다른 친구 두명이나 벌써 여기서 펌했고 만족도 높아요ㅋㅋ  파마 성공한적 없는 친구도 이번엔 성공했어요ㅋㅋㅋ 추천합니당!",유*,11달 전,5.0,1,"[{'photoThumbUrl': 'https://mud-kage.kakao.com/dn/vZ8MJ/btqv7gTelc5/kpJVLKJJ1B1jb1Ek36lxhk/img_375x375.jpg', 'photoUrl': 'https://mud-kage.kakao.com/dn/vZ8MJ/btqv7gTelc5/kpJVLKJJ1B1jb1Ek36lxhk/img.jpg', 'resizedPhoto': {'photoUrl': 'https://mud-kage.kakao.com/dn/vZ8MJ/btqv7gTelc5/kpJVLKJJ1B1jb1Ek36lxhk/img_375x375.jpg', 'photoWidth': 375, 'photoHeight': 375}}]",1076,반함,13847.0,이은,수석디자이너,True,"고데기펌 올인원 해성,이은디자이너",0,NORMAL,,FRESH,{},False
